,LOCATION,YEAR,Cooling_degree_days,Heating_degree_days,PDSI,PHDI,Palmer-Z-index,Crop Moisture Stress Index (CMSI)
951,TENNESSEE,2015,1461,3568,1.9625,1.9625,0.72,5.49
952,TEXAS,2015,2905,1863,3.3608333333333333,3.0275,2.08,5.49
953,UTAH,2015,542,6332,-2.3925,-2.3925,-0.59,5.49
954,VERMONT,2015,271,8085,-0.4649999999999999,0.21583333333333327,-0.24,5.49
955,VIRGINIA,2015,1214,4157,0.8550000000000001,1.0533333333333337,0.62,5.49
956,WASHINGTON,2015,311,4897,-1.7483333333333333,-2.2325,-0.83,5.49
957,WEST VIRGINIA,2015,868,4926,0.385,0.7883333333333332,0.32,5.49
958,WISCONSIN,2015,466,7215,1.6725,1.6725,0.69,5.49
959,WYOMING,2015,282,7590,-0.11833333333333332,0.6641666666666668,-0.16,5.49
960,ALABAMA,2016,2305,2349,-1.6916666666666664,-1.0941666666666665,-1.37,8.78
961,ARIZONA,2016,3180,1654,-2.0558333333333336,-2.0558333333333336,-0.91,8.78
962,ARKANSAS,2016,2011,2960,1.058333333333333,1.468333333333333,-0.15,8.78
963,CALIFORNIA,2016,1024,2438,-1.3833333333333335,-1.926666666666667,0.08,8.78
964,COLORADO,2016,358,6675,0.35999999999999993,0.5966666666666666,-0.37,8.78
965,CONNECTICUT,2016,796,5367,-3.648333333333333,-3.648333333333333,-1.27,8.78
966,DELAWARE,2016,1356,4244,-0.14000000000000004,0.045833333333333316,0.06,8.78
967,FLORIDA,2016,3853,559,-0.6316666666666667,-0.695,-0.48,8.78
968,GEORGIA,2016,2097,2521,-2.0066666666666664,-1.455833333333333,-1.46,8.78
969,IDAHO,2016,446,6461,-0.8391666666666667,-1.4466666666666663,-0.21,8.78
970,ILLINOIS,2016,1091,5534,2.7533333333333334,2.7533333333333334,0.36,8.78
971,INDIANA,2016,1109,5133,2.3341666666666665,2.3341666666666665,0.54,8.78
972,IOWA,2016,942,6093,4.159166666666667,4.159166666666667,0.8,8.78
973,KANSAS,2016,1638,4196,2.1908333333333334,2.1908333333333334,0.44,8.78
974,KENTUCKY,2016,1497,4072,1.2591666666666668,1.7283333333333335,0.01,8.78
975,LOUISIANA,2016,2971,1373,1.080833333333333,2.2225,0.66,8.78
976,MAINE,2016,293,7285,-0.395,-0.2924999999999999,-0.38,8.78
977,MARYLAND,2016,1325,4370,-0.12416666666666668,-0.23666666666666664,-0.41,8.78
978,MASSACHUSETTS,2016,666,5717,-2.5225000000000004,-2.5225000000000004,-1.21,8.78
979,MICHIGAN,2016,769,6162,0.59,0.7241666666666666,0.34,8.78
980,MINNESOTA,2016,508,7597,2.999166666666667,2.999166666666667,1.39,8.78
981,MISSISSIPPI,2016,2499,2088,-0.31,-0.18666666666666676,-0.59,8.78
982,MISSOURI,2016,1487,4392,1.94,2.566666666666667,-0.18,8.78
983,MONTANA,2016,184,7871,-1.115,-1.295,-0.18,8.78
984,NEBRASKA,2016,1107,5563,3.7466666666666666,3.7466666666666666,0.68,8.78
985,NEVADA,2016,2238,3210,-0.3758333333333333,-1.524166666666667,-0.1,8.78
986,NEW HAMPSHIRE,2016,376,6924,-1.1791666666666667,-1.3791666666666669,-0.84,8.78
987,NEW JERSEY,2016,1061,4836,-1.9408333333333327,-1.9408333333333327,-0.95,8.78
988,NEW MEXICO,2016,1058,4154,-1.1991666666666665,-1.2333333333333334,-0.78,8.78
989,NEW YORK,2016,797,5562,-0.9333333333333336,-1.3975,-0.67,8.78
990,NORTH CAROLINA,2016,1760,3158,0.07666666666666673,1.1858333333333333,-0.16,8.78
991,NORTH DAKOTA,2016,486,8018,0.2366666666666666,0.3575,0.31,8.78
992,OHIO,2016,1042,5243,-0.6925,-0.1975,-0.62,8.78
993,OKLAHOMA,2016,2175,3036,1.0041666666666662,2.621666666666666,-0.43,8.78
994,OREGON,2016,223,4881,-1.1058333333333334,-1.3258333333333334,-0.16,8.78
995,PENNSYLVANIA,2016,907,5391,-1.2733333333333332,-1.4633333333333332,-0.78,8.78
996,RHODE ISLAND,2016,721,5354,-1.3416666666666666,-1.8216666666666668,-0.64,8.78
997,SOUTH CAROLINA,2016,2309,2393,-0.4925,0.9275000000000002,-0.44,8.78
998,SOUTH DAKOTA,2016,776,6820,2.660833333333333,2.660833333333333,0.4,8.78
999,TENNESSEE,2016,1766,3437,-1.1091666666666666,0.19500000000000006,-0.8,8.78
1000,TEXAS,2016,3060,1506,2.806666666666666,4.276666666666667,0.84,8.78
1001,UTAH,2016,580,6594,-0.91,-1.34,-0.36,8.78
1002,VERMONT,2016,294,7421,-0.8525000000000001,-0.9716666666666668,-0.71,8.78
1003,VIRGINIA,2016,1335,4061,0.9258333333333332,1.575,0.08,8.78
1004,WASHINGTON,2016,176,5134,0.1975000000000001,0.1725,0.05,8.78
1005,WEST VIRGINIA,2016,1048,4743,-0.3958333333333333,-0.4083333333333334,-0.29,8.78
1006,WISCONSIN,2016,642,6851,3.442499999999999,3.442499999999999,1.09,8.78
1007,WYOMING,2016,308,7689,-0.28916666666666674,-0.8908333333333335,-0.31,8.78
1008,ALABAMA,2017,1922,2123,0.8733333333333335,0.6316666666666667,0.85,12.825
1009,ARIZONA,2017,3302,1501,-1.7175,-1.7175,-1.0,12.825
1010,ARKANSAS,2017,1687,2733,-0.3241666666666665,-0.2666666666666666,0.01,12.825
1011,CALIFORNIA,2017,1166,2442,-0.030000000000000176,1.7958333333333332,0.16,12.825
1012,COLORADO,2017,318,6480,-0.023333333333333373,-0.2866666666666666,-0.25,12.825
1013,CONNECTICUT,2017,592,5442,-2.645,-2.645,-0.4,12.825
1014,DELAWARE,2017,1163,4046,-0.37666666666666665,-0.2625,-0.2,12.825
1015,FLORIDA,2017,3882,451,-0.4974999999999999,-0.835,0.02,12.825
1016,GEORGIA,2017,1753,2245,-0.6100000000000002,-1.6450000000000005,-0.02,12.825
1017,IDAHO,2017,607,7012,0.3641666666666668,1.98,0.43,12.825
1018,ILLINOIS,2017,844,5532,0.4550000000000001,0.9258333333333334,-0.13,12.825
1019,INDIANA,2017,840,4988,2.1758333333333337,2.1758333333333337,0.61,12.825
1020,IOWA,2017,807,6230,2.516666666666667,2.516666666666667,0.08,12.825
1021,KANSAS,2017,1406,4233,0.5908333333333334,1.4458333333333335,0.21,12.825
1022,KENTUCKY,2017,1161,3800,0.5125,0.3858333333333333,0.48,12.825
1023,LOUISIANA,2017,2741,1172,0.05500000000000002,1.3283333333333334,0.46,12.825
1024,MAINE,2017,215,7515,0.19416666666666665,-0.09750000000000003,0.02,12.825
1025,MARYLAND,2017,1108,4111,-0.695,-0.8999999999999999,-0.35,12.825
1026,MASSACHUSETTS,2017,475,5801,-0.3549999999999999,-1.3166666666666669,0.07,12.825
1027,MICHIGAN,2017,561,6233,2.188333333333333,2.188333333333333,1.26,12.825
1028,MINNESOTA,2017,401,8149,3.4249999999999994,3.4249999999999994,0.72,12.825
1029,MISSISSIPPI,2017,2156,1815,0.020833333333333297,0.5150000000000001,0.4,12.825
1030,MISSOURI,2017,1252,4284,0.19666666666666655,0.555,-0.04,12.825
1031,MONTANA,2017,287,8434,0.009166666666666698,-0.7383333333333334,-0.5,12.825
1032,NEBRASKA,2017,997,5813,1.774166666666667,1.774166666666667,0.43,12.825
1033,NEVADA,2017,2298,3131,1.3999999999999997,1.6766666666666663,0.3,12.825
1034,NEW HAMPSHIRE,2017,251,7106,0.5391666666666667,0.24416666666666656,0.39,12.825
1035,NEW JERSEY,2017,834,4771,-0.8074999999999998,-1.1716666666666666,-0.17,12.825
1036,NEW MEXICO,2017,1020,3801,-0.4124999999999999,-0.5,-0.43,12.825
1037,NEW YORK,2017,581,5628,1.8941666666666663,1.6383333333333336,0.91,12.825
1038,NORTH CAROLINA,2017,1533,2901,-0.3758333333333333,-0.11749999999999995,-0.29,12.825
1039,NORTH DAKOTA,2017,472,8842,-1.8116666666666663,-1.2508333333333332,-1.16,12.825
1040,OHIO,2017,733,5075,1.2708333333333333,0.8008333333333334,0.84,12.825
1041,OKLAHOMA,2017,1855,2918,0.1825,-0.17833333333333345,0.21,12.825
1042,OREGON,2017,350,5369,0.2691666666666668,1.805833333333334,0.16,12.825
1043,PENNSYLVANIA,2017,662,5270,1.163333333333333,0.5825,0.51,12.825
1044,RHODE ISLAND,2017,531,5428,0.30916666666666665,-0.0116666666666667,0.23,12.825
1045,SOUTH CAROLINA,2017,2054,2089,-0.10583333333333332,0.00250000000000003,-0.25,12.825
1046,SOUTH DAKOTA,2017,690,7241,-0.1458333333333333,0.12916666666666676,-0.4,12.825
1047,TENNESSEE,2017,1368,3167,0.8958333333333334,0.16999999999999996,0.56,12.825
1048,TEXAS,2017,2943,1342,-0.86,0.6233333333333334,-0.16,12.825
1049,UTAH,2017,608,6683,-0.2641666666666667,0.335,-0.25,12.825
1050,VERMONT,2017,168,7614,0.2924999999999999,0.2183333333333333,0.33,12.825
1051,VIRGINIA,2017,1129,3786,-0.5741666666666667,-0.2575,-0.47,12.825
1052,WASHINGTON,2017,256,5804,0.4208333333333333,1.3058333333333334,0.34,12.825
1053,WEST VIRGINIA,2017,727,4496,0.2141666666666667,0.3308333333333333,0.18,12.825
1054,WISCONSIN,2017,465,7097,4.225,4.225,1.15,12.825
1055,WYOMING,2017,289,7904,0.6091666666666667,1.2341666666666666,0.52,12.825
1056,ALABAMA,2018,2245,2688,1.19,1.19,0.56,3.75
1057,ARIZONA,2018,3230,1753,-3.3441666666666663,-4.259166666666666,-1.1,3.75
1058,ARKANSAS,2018,2055,3593,0.7749999999999999,0.8074999999999998,0.91,3.75
1059,CALIFORNIA,2018,1100,2546,-2.875,-2.875,-0.98,3.75
1060,COLORADO,2018,395,6872,-3.3291666666666675,-4.6691666666666665,-2.02,3.75
1061,CONNECTICUT,2018,815,5747,1.0816666666666668,0.6308333333333334,1.17,3.75
1062,DELAWARE,2018,1380,4507,1.6933333333333334,1.6933333333333334,1.45,3.75
1063,FLORIDA,2018,3823,595,0.3866666666666667,0.4766666666666667,0.43,3.75
1064,GEORGIA,2018,2011,2777,0.7525000000000001,0.6241666666666666,0.9,3.75
1065,IDAHO,2018,524,6694,-1.0566666666666666,-0.9366666666666666,-0.58,3.75
1066,ILLINOIS,2018,1106,6416,1.5991666666666668,1.5991666666666668,1.16,3.75
1067,INDIANA,2018,1173,5805,2.9166666666666665,2.9166666666666665,1.36,3.75
1068,IOWA,2018,1004,7265,2.5216666666666665,2.5216666666666665,1.81,3.75
1069,KANSAS,2018,1694,5209,-0.6875,-1.0875,0.02,3.75
1070,KENTUCKY,2018,1537,4453,3.158333333333333,3.158333333333333,1.67,3.75
1071,LOUISIANA,2018,3000,1697,-0.4983333333333333,-0.040000000000000036,0.3,3.75
1072,MAINE,2018,337,7833,0.2133333333333333,0.22916666666666666,0.31,3.75
1073,MARYLAND,2018,1352,4657,2.6516666666666664,2.345,2.17,3.75
1074,MASSACHUSETTS,2018,711,6062,1.3391666666666666,1.26,1.37,3.75
1075,MICHIGAN,2018,778,6857,2.4775,2.4775,0.73,3.75
1076,MINNESOTA,2018,560,9010,2.8016666666666667,2.8016666666666667,1.06,3.75
1077,MISSISSIPPI,2018,2469,2473,0.3508333333333333,0.8825000000000002,0.51,3.75
1078,MISSOURI,2018,1603,5309,-0.5549999999999999,-1.0850000000000002,0.1,3.75
1079,MONTANA,2018,174,8731,0.4908333333333334,0.8791666666666665,0.41,3.75
1080,NEBRASKA,2018,1110,6820,2.69,2.69,1.59,3.75
1081,NEVADA,2018,2437,3311,-2.484166666666667,-3.4691666666666667,-1.46,3.75
1082,NEW HAMPSHIRE,2018,437,7425,0.7566666666666667,0.8791666666666668,0.74,3.75
1083,NEW JERSEY,2018,1075,5184,1.9941666666666664,1.9941666666666664,1.65,3.75
1084,NEW MEXICO,2018,1201,4302,-3.5333333333333337,-3.5333333333333337,-1.18,3.75
1085,NEW YORK,2018,793,6060,2.1125,2.1125,1.1,3.75
1086,NORTH CAROLINA,2018,1797,3410,1.7516666666666667,1.6458333333333333,1.7,3.75
1087,NORTH DAKOTA,2018,527,9673,-1.5166666666666666,-2.188333333333333,-0.26,3.75
1088,OHIO,2018,1067,5758,3.2258333333333336,3.2258333333333336,1.69,3.75
1089,OKLAHOMA,2018,2146,3819,0.0824999999999999,-0.0316666666666667,0.66,3.75
1090,OREGON,2018,283,5066,-2.6508333333333334,-2.6508333333333334,-1.29,3.75
1091,PENNSYLVANIA,2018,890,5776,4.1400000000000015,4.1400000000000015,2.74,3.75
1092,RHODE ISLAND,2018,761,5639,1.0116666666666667,1.3100000000000005,1.24,3.75
1093,SOUTH CAROLINA,2018,2256,2616,0.2025,0.2483333333333333,0.68,3.75
1094,SOUTH DAKOTA,2018,749,8221,1.2916666666666667,1.2916666666666667,1.02,3.75
1095,TENNESSEE,2018,1719,3849,2.9375,2.9375,1.37,3.75
1096,TEXAS,2018,3020,1983,-0.64,-0.9166666666666666,0.31,3.75
1097,UTAH,2018,684,6764,-2.9925,-4.235,-1.56,3.75
1098,VERMONT,2018,358,7997,0.047499999999999966,-0.049166666666666727,0.39,3.75
1099,VIRGINIA,2018,1397,4325,2.495833333333333,2.0908333333333333,2.14,3.75
1100,WASHINGTON,2018,239,5399,-1.346666666666667,-1.1916666666666669,-0.64,3.75
1101,WEST VIRGINIA,2018,1073,5099,3.231666666666667,3.231666666666667,2.38,3.75
1102,WISCONSIN,2018,625,7798,3.3075,3.3075,1.35,3.75
1103,WYOMING,2018,275,8187,-0.0375,-0.0375,-0.11,3.75
