"Min Year","Max Year","Data Item"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS) - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VINCA (CATHARANTHUS ROSEUS), WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, IN THE OPEN, (EXCL NATURAL SHADE) - ACRES IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, IN THE OPEN, (EXCL NATURAL SHADE) - OPERATIONS WITH AREA IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, IN THE OPEN, NATURAL SHADE - ACRES IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, IN THE OPEN, NATURAL SHADE - OPERATIONS WITH AREA IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, UNDER PROTECTION, GREENHOUSE - OPERATIONS WITH AREA IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, UNDER PROTECTION, GREENHOUSE - SQ FT IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, UNDER PROTECTION, SHADE STRUCTURES - OPERATIONS WITH AREA IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, UNDER PROTECTION, SHADE STRUCTURES - SQ FT IN PRODUCTION"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, FLATS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, FLATS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, FLATS - SALES, MEASURED IN FLATS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, HANGING BASKETS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, HANGING BASKETS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, WHOLESALE - OPERATIONS WITH SALES"
"2009","2014","BEDDING PLANTS, ANNUAL, VEGETABLE, CRUCIFER, WHOLESALE - SALES, MEASURED IN $"
